A,5865
A,5845
A,5825
A,5805
A,5785
A,5765
A,5745
A,5725
B,5733
B,5752
B,5771
B,5790
B,5809
B,5828
B,5847
B,5866
E,5705
E,5685
E,5665
E,5645
E,5885
E,5905
E,5925
E,5945
F,5740
F,5760
F,5780
F,5800
F,5820
F,5840
F,5860
F,5880
R,5658
R,5695
R,5732
R,5769
R,5806
R,5843
R,5843
R,5880
